name,fy,fp,net_income,revenue,revenue_yoy,revenue_qoq,profit_margin
CONSOL ENERGY INC,2015.0,FY,116004000.0,3299685000.0,,,0.0351560830806577
"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2015.0,FY,30811000.0,601577000.0,,,0.051217051183805234
CONSOLIDATED EDISON INC,2015.0,FY,1062000000.0,12354000000.0,,,0.08596406022340942
CONSOLIDATED TOMOKA LAND CO,2015.0,FY,3683247.0,26069830.0,,,0.14128389022866664
CONSOLIDATED WATER CO LTD,2015.0,FY,8594519.0,63822131.0,,,0.13466361691996778
"CONSTELLATION BRANDS, INC.",2015.0,Q3,222200000.0,,,,
CONSUMER PORTFOLIO SERVICES INC,2015.0,FY,3785000.0,54594000.0,,,0.06932996299959703
CONSUMERS BANCORP INC /OH/,2016.0,Q2,808000.0,,,,
CONTACT MINERALS CORP.,2016.0,Q2,9968.0,,,,
"CONTAINER STORE GROUP, INC.",2015.0,Q3,6249000.0,190922000.0,,,0.03273064392788678
"CONTANGO ORE, INC.",2016.0,Q2,-661250.0,,,,
"CONTENT CHECKED HOLDINGS, INC.",2015.0,Q3,-336863.0,,,,
"CONTINENTAL RESOURCES, INC",2015.0,FY,764219000.0,3421807000.0,,,0.2233378445949757
CONTRAFECT CORP,2015.0,FY,-23620702.0,,,,
"CONTRAVIR PHARMACEUTICALS, INC.",2016.0,Q2,-3104445.0,,,,
CONTROL4 CORP,2015.0,FY,,128511000.0,,,
CONVERGYS CORP,2015.0,FY,60900000.0,2046100000.0,,,0.02976394115634622
"COOL TECHNOLOGIES, INC.",2015.0,FY,-23575248.0,,,,
"COOL TECHNOLOGIES, INC.",2015.0,Q3,-3037594.0,,,,
COOPER COMPANIES INC,2016.0,Q1,61179000.0,,,,
COOPER TIRE & RUBBER CO,2015.0,FY,111013000.0,,,,
COOPER-STANDARD HOLDINGS INC.,2015.0,FY,47941000.0,,,,
COPART INC,2016.0,Q2,52193000.0,,,,
"COPSYNC, INC.",2015.0,FY,-4223467.0,5910328.0,,,-0.7145909668634296
"COPSYNC, INC.",2015.0,Q3,-3614856.0,4725617.0,,-0.2004475893723665,-0.7649490003104357
"CORBUS PHARMACEUTICALS HOLDINGS, INC.",2015.0,FY,-2540485.0,648382.0,,,-3.9181917449898362
CORCEPT THERAPEUTICS INC,2015.0,FY,-46011000.0,,,,
"CORD BLOOD AMERICA, INC.",2015.0,FY,,4331051.0,,,
CORDIA BANCORP INC,2015.0,FY,-412000.0,,,,
CORE LABORATORIES N V,2015.0,FY,242811000.0,,,,
CORE MOLDING TECHNOLOGIES INC,2015.0,FY,1681000.0,,,,
"CORE RESOURCE MANAGEMENT, INC.",2014.0,FY,-2004508.0,,,,
"CORE-MARK HOLDING COMPANY, INC.",2015.0,FY,41600000.0,,,,
"CORELOGIC, INC.",2015.0,FY,107728000.0,,,,
"CORENERGY INFRASTRUCTURE TRUST, INC.",2015.0,FY,4502339.0,31286020.0,,,0.14390897276163603
CORESITE REALTY CORP,2015.0,FY,18841000.0,,,,
"CORINDUS VASCULAR ROBOTICS, INC.",2015.0,FY,-14691000.0,,,,
"CORIUM INTERNATIONAL, INC.",2016.0,Q1,-6759000.0,9766000.0,,,-0.6920950235510956
CORMEDIX INC.,2015.0,FY,-20453427.0,189274.0,,,-108.06252839798387
CORNERSTONE ONDEMAND INC,2015.0,FY,-40426000.0,185129000.0,,,-0.218366652442351
CORNERWORLD CORP,2015.0,FY,-260532.0,1386545.0,,,-0.18790014027673102
CORNING INC /NY,2015.0,FY,1961000000.0,,,,
CORNING NATURAL GAS HOLDING CORP,2016.0,Q1,568365.0,,,,
"CORPORATE COACHES,INC.",2015.0,Q3,-32764.0,3500.0,,,-9.361142857142857
CORPORATE OFFICE PROPERTIES TRUST,2015.0,FY,93707000.0,523360000.0,,,0.17904883827575666
CORPORATE PROPERTY ASSOCIATES 17 - GLOBAL INC,2015.0,FY,38714000.0,362772000.0,,,0.1067171667052584
CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,2015.0,FY,-631000.0,3292000.0,,,-0.19167679222357228
CORRECTIONS CORP OF AMERICA,2015.0,FY,300835000.0,,,,
CORTLAND BANCORP INC,2015.0,FY,1784000.0,,,,
CORVEL CORP,2015.0,Q3,6832000.0,,,,
CORVUS GOLD INC.,2016.0,Q2,-3425953.0,,,,
COSI INC,2015.0,FY,,77758000.0,,,
COSTAR GROUP INC,2015.0,FY,29734000.0,440943000.0,,,0.0674327520790669
COSTCO WHOLESALE CORP /NEW,2016.0,Q2,598000000.0,27454000000.0,,,0.02178188970641801
COSTO INC.,2015.0,FY,-1317.0,0.0,,,-inf
COTY INC.,2016.0,Q2,125400000.0,,,,
COUNTERPATH CORP,2016.0,Q3,-525083.0,3021483.0,,,-0.1737832051346971
"COUNTY BANCORP, INC.",2015.0,FY,8210000.0,,,,
"COUNTY BANCORP, INC.",2015.0,Q3,7012000.0,,,,
COUSINS PROPERTIES INC,2015.0,FY,121761000.0,210741000.0,,,0.5777755633692542
COVANTA HOLDING CORP,2015.0,FY,-9000000.0,1630000000.0,,,-0.005521472392638037
COVENANT TRANSPORTATION GROUP INC,2015.0,FY,5244000.0,684549000.0,,,0.00766051809293418
COVISINT CORP,2015.0,Q3,-6961000.0,21755000.0,,,-0.3199724201333027
"COWEN GROUP, INC.",2015.0,FY,4647000.0,328519000.0,,,0.01414530057622238
CPI AEROSTRUCTURES INC,2015.0,FY,7736894.0,,,,
CPI CARD GROUP INC.,2015.0,FY,8587000.0,,,,
CPI INTERNATIONAL HOLDING CORP.,2016.0,Q1,2983000.0,,,,
CPS TECHNOLOGIES CORP/DE/,2015.0,FY,966455.0,21405999.0,,,0.04514879216802729
"CPSM, INC.",2015.0,FY,116625.0,3401929.0,,,0.03428202058302804
"CRACKER BARREL OLD COUNTRY STORE, INC",2016.0,Q2,47163000.0,,,,
"CRAFT BREW ALLIANCE, INC.",2015.0,FY,1959000.0,,,,
CRANE CO /DE/,2015.0,FY,219500000.0,,,,
CRAWFORD & CO,2015.0,FY,50978000.0,1253430000.0,,,0.04067079932664768
CRAY INC,2015.0,FY,32223000.0,525749000.0,,,0.06128970288103258
CREDEX CORP,2015.0,FY,-11548.0,,,,
CREDIT ACCEPTANCE CORP,2015.0,FY,253100000.0,682100000.0,,,0.3710599618824219
CREDIT SUISSE GROUP AG,2015.0,FY,2326000000.0,25856000000.0,,,0.08995977722772278
CREDITRISKMONITOR COM INC,2015.0,FY,370554.0,,,,
CREE INC,2016.0,Q2,12151000.0,,,,
CRESTWOOD EQUITY PARTNERS LP,2015.0,FY,6700000.0,1426700000.0,,,0.004696151959066377
"CREXENDO, INC.",2015.0,FY,-1632000.0,2072000.0,,,-0.7876447876447876
"CRIMSON WINE GROUP, LTD",2015.0,FY,967000.0,,,,
"CROCS, INC.",2015.0,FY,10420000.0,,,,
CROSS COUNTRY HEALTHCARE INC,2015.0,FY,-51969000.0,,,,
CROSSAMERICA PARTNERS LP,2015.0,FY,,1936059000.0,,,
CROSSROADS SYSTEMS INC,2015.0,FY,-9227000.0,,,,
CROSSROADS SYSTEMS INC,2016.0,Q1,-2305000.0,,,,
"CROWD 4 SEEDS, INC.",2015.0,FY,-98000.0,,,,
"CROWDGATHER, INC.",2016.0,Q2,-1650869.0,393734.0,,,-4.192853550874449
CROWN CASTLE INTERNATIONAL CORP,2015.0,FY,90111000.0,,,,
CROWN CRAFTS INC,2015.0,Q3,2046000.0,,,,
CROWN HOLDINGS INC,2015.0,FY,324000000.0,,,,
CROWN MEDIA HOLDINGS INC,2015.0,FY,67715000.0,377801000.0,,,0.1792345705808084
CRYO CELL INTERNATIONAL INC,2015.0,FY,553623.0,20126546.0,,,0.02750710429896913
CRYOLIFE INC,2015.0,FY,2192000.0,35536000.0,,,0.06168392615938766
"CRYOPORT, INC.",2015.0,Q3,-1407758.0,,,,
"CRYPTO-SERVICES, INC.",2016.0,Q1,-10170.0,,,,
"CRYSTAL ROCK HOLDINGS, INC.",2015.0,FY,154741.0,,,,
"CRYSTAL ROCK HOLDINGS, INC.",2016.0,Q1,-426610.0,,,,
CSA HOLDINGS INC.,2015.0,Q3,-42403.0,,,,
CSB BANCORP INC /OH,2015.0,FY,1362000.0,,,,
CSG SYSTEMS INTERNATIONAL INC,2015.0,FY,45268000.0,747468000.0,,,0.0605617899361578
CSP INC /MA/,2016.0,Q1,-437000.0,,,,
CSRA INC.,2015.0,Q3,55138000.0,999033000.0,,,0.055191370054843036
CSS INDUSTRIES INC,2015.0,Q3,9768000.0,,,,
"CST BRANDS, INC.",2015.0,FY,139000000.0,12777000000.0,,,0.01087892306488221
"CSW INDUSTRIALS, INC.",2015.0,Q3,6386000.0,,,,
CSX CORP,2015.0,FY,1864000000.0,,,,
"CTC MEDIA, INC.",2015.0,FY,152340000.0,,,,
CTD HOLDINGS INC,2015.0,FY,-592687.0,,,,
CTI BIOPHARMA CORP,2015.0,FY,-42743000.0,34678000.0,,,-1.2325681988580657
CTI INDUSTRIES CORP,2015.0,FY,514318.0,,,,
CTS CORP,2015.0,FY,-3929000.0,,,,
CU BANCORP,2015.0,FY,9785000.0,,,,
CUBESCAPE INC,2015.0,FY,-6610.0,0.0,,,-inf
CUBESMART,2015.0,FY,41448000.0,,,,
"CUI GLOBAL, INC.",2014.0,FY,,41084589.0,,,
"CUI GLOBAL, INC.",2015.0,FY,-943000.0,60652000.0,,0.4762713094196951,-0.015547714832157224
"CULLEN/FROST BANKERS, INC.",2015.0,FY,237866000.0,,,,
CULP INC,2016.0,Q3,3812000.0,,,,
CUMBERLAND PHARMACEUTICALS INC,2015.0,FY,-2104614.0,,,,
CUMULUS MEDIA INC,2015.0,FY,176083000.0,,,,
"CUR MEDIA, INC.",2015.0,Q3,-1022092.0,,,,
CURIS INC,2015.0,FY,-12322012.0,15002032.0,,,-0.8213562002800687
CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,2015.0,FY,10512514.0,12552609.0,,,0.8374764162573692
CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,2016.0,Q1,1254996.0,1516849.0,,-0.8791606589514578,0.8273704238193782
CURRENCYSHARES BRITISH POUND STERLING TRUST,2015.0,FY,-233148.0,40264.0,,,-5.790482813431353
CURRENCYSHARES BRITISH POUND STERLING TRUST,2016.0,Q1,-45483.0,8316.0,,-0.7934631432545202,-5.46933621933622
CURRENCYSHARES CANADIAN DOLLAR TRUST,2015.0,FY,795583.0,2527023.0,,,0.3148301380715569
CURRENCYSHARES CANADIAN DOLLAR TRUST,2016.0,Q1,87117.0,319547.0,,-0.8735480444776323,0.2726265619767984
CURRENCYSHARES CHINESE RENMINBI TRUST,2015.0,FY,-18394.0,6156.0,,,-2.9879792072774527
CURRENCYSHARES CHINESE RENMINBI TRUST,2016.0,Q1,-6024.0,2046.0,,-0.6676413255360624,-2.9442815249266863
CURRENCYSHARES EURO TRUST,2015.0,FY,-939137.0,5184.0,,,-181.16068672839506
CURRENCYSHARES EURO TRUST,2016.0,Q1,-211125.0,0.0,,-1.0,-inf
CURRENCYSHARES JAPANESE YEN TRUST,2015.0,FY,-615270.0,0.0,,,-inf
CURRENCYSHARES JAPANESE YEN TRUST,2016.0,Q1,-103675.0,0.0,,,-inf
CURRENCYSHARES SINGAPORE DOLLAR TRUST,2015.0,FY,-24987.0,1.0,,,-24987.0
CURRENCYSHARES SINGAPORE DOLLAR TRUST,2016.0,Q1,-7580.0,21.0,,20.0,-360.95238095238096
CURRENCYSHARES SWEDISH KRONA TRUST,2015.0,FY,231675.0,500630.0,,,0.46276691368875217
CURRENCYSHARES SWEDISH KRONA TRUST,2016.0,Q1,-29642.0,0.0,,-1.0,-inf
CURRENCYSHARES SWISS FRANC TRUST,2015.0,FY,-1189378.0,0.0,,,-inf
CURRENCYSHARES SWISS FRANC TRUST,2016.0,Q1,-196860.0,0.0,,,-inf
CURTISS WRIGHT CORP,2015.0,FY,137981000.0,,,,
"CUSTOMERS BANCORP, INC.",2015.0,FY,32694000.0,,,,
CUTERA INC,2015.0,FY,-4747000.0,74594000.0,,,-0.06363782609861383
CVB FINANCIAL CORP,2015.0,FY,95608000.0,,,,
CVD EQUIPMENT CORP,2015.0,FY,-2473530.0,27990463.0,,,-0.0883704567516443
CVENT INC,2015.0,FY,-3239000.0,,,,
CVR ENERGY INC,2015.0,FY,370700000.0,,,,
"CVR PARTNERS, LP",2015.0,FY,118616000.0,,,,
CVS HEALTH CORP,2015.0,FY,,126761000000.0,,,
CYBER APPS WORLD,2016.0,Q2,-394835.0,,,,
CYBERARK SOFTWARE LTD.,2015.0,FY,6635000.0,,,,
CYBEROPTICS CORP,2015.0,FY,-809000.0,9835000.0,,,-0.08225724453482461
"CYBERSPACE VITA, INC.",2015.0,FY,-75457.0,,,,
"CYCLACEL PHARMACEUTICALS, INC.",2015.0,FY,-19387000.0,,,,
"CYMABAY THERAPEUTICS, INC.",2015.0,FY,-31917000.0,,,,
CYNOSURE INC,2015.0,FY,-1647000.0,226010000.0,,,-0.007287288173089686
"CYPRESS ENERGY PARTNERS, L.P.",2015.0,FY,,5337000.0,,,
CYPRESS SEMICONDUCTOR CORP /DE/,2015.0,FY,-48242000.0,,,,
CYREN LTD.,2015.0,FY,-9871000.0,32248000.0,,,-0.3060965021086579
CYRUSONE INC.,2015.0,FY,-5300000.0,15100000.0,,,-0.3509933774834437
"CYS INVESTMENTS, INC.",2015.0,FY,-475782000.0,,,,
CYTODYN INC,2016.0,Q2,-4983914.0,,,,
CYTOKINETICS INC,2015.0,FY,-33717000.0,30648000.0,,,-1.1001370399373531
"CYTOMX THERAPEUTICS, INC.",2015.0,FY,-15143000.0,888000.0,,,-17.05292792792793
"CYTORI THERAPEUTICS, INC.",2015.0,FY,-26177000.0,7122000.0,,,-3.67551249648975
CYTOSORBENTS CORP,2015.0,FY,-9321672.0,,,,
CYTRX CORP,2015.0,FY,-47485437.0,,,,
DAILY JOURNAL CORP,2016.0,Q1,433000.0,11323000.0,,,0.038240748918131236
DAIS ANALYTIC CORP,2015.0,FY,-1772366.0,,,,
"DAKOTA PLAINS HOLDINGS, INC.",2015.0,FY,-1725364.0,349372.0,,,-4.938472459155284
DAKOTA TERRITORY RESOURCE CORP,2015.0,Q3,-188694.0,,,,
DAKTRONICS INC /SD/,2016.0,Q3,561000.0,,,,
DALA PETROLEUM CORP.,2015.0,FY,-2712084.0,0.0,,,-inf
DALA PETROLEUM CORP.,2016.0,Q1,-246626.0,0.0,,,-inf
DANA HOLDING CORP,2015.0,FY,244000000.0,,,,
DANAHER CORP /DE/,2015.0,FY,2695000000.0,,,,
DANAOS CORP,2015.0,FY,,588117000.0,,,
"DANDRIT BIOTECH USA, INC.",2016.0,Q2,-953131.0,42525.0,,,-22.413427395649617
"DANIELS CORPORATE ADVISORY COMPANY, INC.",2015.0,FY,297899.0,0.0,,,inf
DARDEN RESTAURANTS INC,2016.0,Q2,-32800000.0,,,,
"DARKSTAR VENTURES, INC.",2016.0,Q2,-10534.0,,,,
DARLING INGREDIENTS INC.,2015.0,FY,108967000.0,,,,
DATA CALL TECHNOLOGIES,2015.0,FY,-111027.0,,,,
DATA I/O CORP,2015.0,FY,1099000.0,,,,
DATA STORAGE CORP,2015.0,FY,-660247.0,,,,
DATARAM CORP,2016.0,Q3,,8050557.0,,,
DATASEA INC.,2016.0,Q2,-202740.0,,,,
DATAWATCH CORP,2016.0,Q1,-36876000.0,,,,
DAVEY TREE EXPERT CO,2015.0,FY,22853000.0,,,,
DAVITA HEALTHCARE PARTNERS INC.,2015.0,FY,633446000.0,,,,
DAWSON GEOPHYSICAL CO,2015.0,FY,10480000.0,,,,
"DAYBREAK OIL & GAS, INC.",2015.0,Q3,-134419.0,,,,
DCB FINANCIAL CORP,2015.0,FY,117000.0,,,,
DCP HOLDING CO,2015.0,FY,1281606.0,86588147.0,,,0.014801171342770507
"DCP MIDSTREAM PARTNERS, LP",2015.0,FY,200000000.0,3051000000.0,,,0.06555227794165848
DCT INDUSTRIAL TRUST INC.,2015.0,FY,15870000.0,289005000.0,,,0.05491254476566149
DDR CORP,2015.0,FY,-10175000.0,,,,
DEAN FOODS CO,2015.0,FY,813178000.0,,,,
"DEEP DOWN, INC.",2015.0,FY,-5803000.0,28630000.0,,,-0.20268948655256724
DEERE & CO,2015.0,FY,3537300000.0,37795400000.0,,,0.09359075443043334
DEERE & CO,2016.0,Q1,386800000.0,6383100000.0,,-0.831114368415204,0.0605975153138757
DEERE JOHN CAPITAL CORP,2016.0,Q1,133600000.0,476800000.0,,,0.2802013422818792
"DEL FRISCO'S RESTAURANT GROUP, INC.",2015.0,FY,12212000.0,271806000.0,,,0.04492910384612554
"DELANCO BANCORP, INC.",2015.0,Q3,-175991.0,,,,
"DELCATH SYSTEMS, INC.",2015.0,FY,-30324000.0,,,,
"DELEK LOGISTICS PARTNERS, LP",2015.0,FY,33404000.0,,,,
"DELEK US HOLDINGS, INC.",2015.0,FY,117700000.0,,,,
DELPHI AUTOMOTIVE PLC,2015.0,FY,1212000000.0,,,,
DELTA AIR LINES INC /DE/,2015.0,FY,10540000000.0,37773000000.0,,,0.279035289757234
"DELTA APPAREL, INC",2016.0,Q1,-4211000.0,,,,
DELTA NATURAL GAS CO INC,2016.0,Q2,2656534.0,,,,
"DELTA TUCKER HOLDINGS, INC.",2015.0,FY,-253736000.0,3287184000.0,,,-0.07718947281320425
DELTIC TIMBER CORP,2015.0,FY,6774000.0,,,,
DELUXE CORP,2015.0,FY,186652000.0,1584824000.0,,,0.11777459200516903
DEMAND MEDIA INC.,2015.0,FY,-20174000.0,,,,
"DEMAND POOLING, INC.",2014.0,FY,-50339.0,,,,
"DEMAND POOLING, INC.",2015.0,FY,-13106.0,,,,
"DEMAND POOLING, INC.",2015.0,Q1,726.0,726.0,,,1.0
"DEMAND POOLING, INC.",2015.0,Q2,-825.0,0.0,,-1.0,-inf
"DEMAND POOLING, INC.",2015.0,Q3,-486.0,0.0,,,-inf
DEMANDWARE INC,2015.0,FY,-18002000.0,106614000.0,,,-0.16885212073461273
DENBURY RESOURCES INC,2015.0,FY,409597000.0,2517127000.0,,,0.16272401034989495
DENNYS CORP,2015.0,FY,24572000.0,,,,
DENTSPLY INTERNATIONAL INC /DE/,2015.0,FY,313200000.0,,,,
DEPOMED INC,2015.0,FY,43313000.0,134205000.0,,,0.3227376029209046
"DERMA SCIENCES, INC.",2015.0,FY,-23964053.0,,,,
"DERMIRA, INC.",2015.0,FY,-22350000.0,7300000.0,,,-3.0616438356164384
"DESTINATION XL GROUP, INC.",2015.0,FY,-59786000.0,,,,
DESTINY MEDIA TECHNOLOGIES INC,2016.0,Q1,-56309.0,,,,
"DETERMINE, INC.",2015.0,Q3,-3843000.0,5984000.0,,,-0.6422125668449198
DETONICS SMALL ARMS LTD,2015.0,FY,0.0,0.0,,,
DEVON ENERGY CORP/DE,2015.0,FY,-20000000.0,10397000000.0,,,-0.001923631816870251
DEVRY EDUCATION GROUP INC.,2016.0,Q2,42413000.0,,,,
DEWEY ELECTRONICS CORP,2016.0,Q2,-170475.0,1253727.0,,,-0.1359745781976459
DEXCOM INC,2015.0,FY,-29800000.0,,,,
DGSE COMPANIES INC,2015.0,FY,-4523731.0,,,,
"DHI GROUP, INC.",2015.0,FY,16246000.0,,,,
"DIADEXUS, INC.",2015.0,FY,-4100000.0,5435000.0,,,-0.7543698252069917
"DIAMANTE MINERALS, INC.",2016.0,Q2,-193812.0,,,,
DIAMOND HILL INVESTMENT GROUP INC,2015.0,FY,22154828.0,81431704.0,,,0.2720663686467865
DIAMOND OFFSHORE DRILLING INC,2015.0,FY,548686000.0,2920421000.0,,,0.18787907633865117
"DIAMOND RESORTS INTERNATIONAL, INC.",2015.0,FY,-2525000.0,729788000.0,,,-0.003459908905051878
"DIAMONDBACK ENERGY, INC.",2015.0,FY,54587000.0,,,,
DIAMONDROCK HOSPITALITY CO,2015.0,FY,49065000.0,,,,
DIANA CONTAINERSHIPS INC.,2015.0,FY,-57346000.0,74337000.0,,,-0.7714327992789594
DIANA SHIPPING INC.,2015.0,FY,,164005000.0,,,
DICERNA PHARMACEUTICALS INC,2015.0,FY,-18518000.0,184000.0,,,-100.6413043478261
DIEBOLD INC,2015.0,FY,-181600000.0,,,,
DIGI INTERNATIONAL INC,2016.0,Q1,-339000.0,,,,
DIGIMARC CORP,2015.0,FY,-507000.0,34964000.0,,,-0.014500629218624871
"DIGIPATH,INC.",2015.0,FY,-2832202.0,54941.0,,,-51.54988078120165
"DIGIPATH,INC.",2016.0,Q1,-1699602.0,173758.0,,2.162629002020349,-9.781431646312688
DIGIRAD CORP,2015.0,FY,264000.0,49376000.0,,,0.005346727154893065
DIGITAL ALLY INC,2015.0,FY,-9163261.0,17444419.0,,,-0.5252832438844768
"DIGITAL DEVELOPMENT PARTNERS, INC.",2015.0,FY,-99519.0,,,,
DIGITAL POWER CORP,2015.0,FY,-658000.0,9022000.0,,,-0.0729328308579029
"DIGITAL REALTY TRUST, INC.",2015.0,FY,314488000.0,1482259000.0,,,0.21216804890373409
"DIGITAL TURBINE, INC.",2015.0,Q3,-5484000.0,7006000.0,,,-0.7827576363117328
"DIGITALGLOBE, INC.",2015.0,FY,-68300000.0,,,,
"DIGITALTOWN, INC.",2015.0,Q3,-84513.0,618.0,,,-136.75242718446603
DILIGENT CORP,2015.0,FY,6260000.0,,,,
DILLARDS INC,2015.0,FY,323671000.0,6691777000.0,,,0.048368467747804504
DIME COMMUNITY BANCSHARES INC,2015.0,FY,43548000.0,,,,
"DIMENSION THERAPEUTICS, INC.",2015.0,FY,-3170000.0,159000.0,,,-19.937106918238992
"DIMI TELEMATICS INTERNATIONAL, INC.",2016.0,Q1,-52702.0,,,,
"DINEEQUITY, INC",2015.0,FY,72037000.0,640467000.0,,,0.11247574035820737
DIODES INC /DEL/,2015.0,FY,26532000.0,,,,
"DIPEXIUM PHARMACEUTICALS, INC.",2015.0,FY,-13580984.0,,,,
"DIPLOMAT PHARMACY, INC.",2015.0,FY,-26120000.0,,,,
DIRECT INSITE CORP,2015.0,FY,106000.0,,,,
DISCOVER FINANCIAL SERVICES,2015.0,FY,2470000000.0,,,,
"DISCOVERY COMMUNICATIONS, INC.",2015.0,FY,1075000000.0,,,,
DISCOVERY ENERGY CORP.,2015.0,Q3,-52831.0,,,,
DISCOVERY LABORATORIES INC /DE/,2015.0,FY,-11476000.0,,,,
DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,2015.0,FY,903463.0,,,,
"DIVERSICARE HEALTHCARE SERVICES, INC.",2015.0,FY,-8534000.0,,,,
DIVERSIFIED 2000 FUTURES FUND L.P.,2015.0,FY,-553368.0,,,,
DIVERSIFIED RESOURCES INC.,2015.0,FY,726120.0,161623.0,,,4.4926774035873605
DIVERSIFIED RESOURCES INC.,2016.0,Q1,-651356.0,240274.0,,0.4866324718635342,-2.7108884024072517
"DIVERSIFIED RESTAURANT HOLDINGS, INC.",2015.0,FY,134308.0,108886139.0,,,0.0012334719665282648
DIVIDEND CAPITAL DIVERSIFIED PROPERTY FUND INC.,2015.0,FY,52468000.0,217777000.0,,,0.24092535024359782
DIXIE GROUP INC,2015.0,FY,5290000.0,,,,
DJO FINANCE LLC,2015.0,FY,-203452000.0,,,,
DNA TESTING CENTERS CORP,2015.0,Q3,-29968.0,6352.0,,,-4.717884130982368
DNB FINANCIAL CORP /PA/,2015.0,FY,4804000.0,,,,
DOCUMENT SECURITY SYSTEMS INC,2015.0,FY,-41157052.0,18287496.0,,,-2.250556992603033
"DOLBY LABORATORIES, INC.",2016.0,Q1,41357000.0,234238000.0,,,0.1765597383857444
DOLLAR TREE INC,2015.0,FY,596700000.0,,,,
DOLPHIN DIGITAL MEDIA INC,2015.0,FY,-1873505.0,2070194.0,,,-0.9049900637331574
DOMAIN EXTREMES INC.,2015.0,FY,-67453.0,,,,
DOMARK INTERNATIONAL INC.,2016.0,Q2,-756611.0,,,,
"DOMINION MIDSTREAM PARTNERS, LP",2015.0,FY,9500000.0,,,,
DOMINION RESOURCES INC /VA/,2015.0,FY,1697000000.0,,,,
DOMINOS PIZZA INC,2015.0,FY,142985000.0,1802223000.0,,,0.07933812852238596
DOMTAR CORP,2015.0,FY,91000000.0,,,,
DONALDSON CO INC,2016.0,Q2,48000000.0,,,,
DONEGAL GROUP INC,2015.0,FY,26321992.0,547110065.0,,,0.048110962827927505
DONGXING INTERNATIONAL INC.,2015.0,FY,-23151.0,0.0,,,-inf
"DORCHESTER MINERALS, L.P.",2015.0,FY,43576000.0,,,,
DORIAN LPG LTD.,2015.0,Q3,,32583990.0,,,
"DORMAN PRODUCTS, INC.",2015.0,FY,81920000.0,,,,
DOUBLE EAGLE ACQUISITION CORP.,2015.0,FY,-20808.0,0.0,,,-inf
DOUGLAS EMMETT INC,2015.0,FY,45311000.0,591519000.0,,,0.07660108973676247
DOVER CORP,2015.0,FY,1003129000.0,,,,
DOVER DOWNS GAMING & ENTERTAINMENT INC,2015.0,FY,13000.0,197231000.0,,,6.591255938468091e-05
DOVER MOTORSPORTS INC,2015.0,FY,2024000.0,46180000.0,,,0.04382849718492854
DOW CHEMICAL CO /DE/,2015.0,FY,4787000000.0,,,,
DPL INC,2015.0,FY,-222000000.0,,,,
"DR PEPPER SNAPPLE GROUP, INC.",2015.0,FY,624000000.0,,,,
"DRAFTDAY FANTASY SPORTS, INC.",2016.0,Q2,-22230000.0,1544000.0,,,-14.397668393782384
"DREAMWORKS ANIMATION SKG, INC.",2015.0,FY,55084000.0,706916000.0,,,0.0779215635238133
DREW INDUSTRIES INC,2015.0,FY,50119000.0,,,,
DRIL-QUIP INC,2015.0,FY,169827000.0,872372000.0,,,0.1946726855057246
DRONE AVIATION HOLDING CORP.,2015.0,FY,-2123490.0,858054.0,,,-2.4747743149032577
DSP GROUP INC /DE/,2015.0,FY,2676000.0,151063000.0,,,0.017714463501982615
DST SYSTEMS INC,2015.0,FY,352600000.0,2658600000.0,,,0.13262619423756863
DT ASIA INVESTMENTS LTD,2015.0,Q3,-101104.0,,,,
DTE ENERGY CO,2015.0,FY,661000000.0,9661000000.0,,,0.06841941827968119
"DTS, INC.",2015.0,FY,,125148000.0,,,
"DTS8 COFFEE COMPANY, LTD.",2016.0,Q3,-100786.0,,,,
DUCOMMUN INC /DE/,2015.0,FY,11378000.0,,,,
DUKE ENERGY CORP,2015.0,FY,2665000000.0,,,,
DUKE REALTY LIMITED PARTNERSHIP/,2015.0,FY,,968760000.0,,,
DUN & BRADSTREET CORP/NW,2015.0,FY,258500000.0,1558400000.0,,,0.1658752566735113
"DUNKIN' BRANDS GROUP, INC.",2015.0,FY,22956000.0,171948000.0,,,0.13350547840044666
DUPONT E I DE NEMOURS & CO,2015.0,FY,4848000000.0,,,,
DUPONT FABROS TECHNOLOGY LP,2015.0,FY,48391000.0,375109000.0,,,0.12900516916416294
DURECT CORP,2015.0,FY,-21452000.0,,,,
DUTCH OVEN GOLD GROUP INC.,2015.0,FY,0.0,0.0,,,
DUTCHESS HOLDINGS CORP.,2015.0,Q3,-17459.0,,,,
DXP ENTERPRISES INC,2015.0,FY,60237000.0,,,,
DYCOM INDUSTRIES INC,2016.0,Q2,9432000.0,,,,
DYNACQ HEALTHCARE INC,2016.0,Q1,-1000615.0,,,,
DYNAMIC GOLD CORP.,2016.0,Q2,-32282.0,,,,
DYNAMIC MATERIALS CORP,2015.0,FY,6459000.0,,,,
DYNATRONICS CORP,2016.0,Q2,-133543.0,,,,
DYNAVAX TECHNOLOGIES CORP,2015.0,FY,-66720000.0,11251000.0,,,-5.93013954315172
DYNEGY INC.,2015.0,FY,-356000000.0,,,,
DYNEX CAPITAL INC,2015.0,FY,68069000.0,,,,
